1, 1, 0.000003
2, 2, 0.000003
3, 3, 0.000002
4, 4, 0.000003
5, 5, 0.000003
6, 6, 0.000003
7, 7, 0.000004
8, 8, 0.000005
9, 9, 0.000007
10, 10, 0.000029
11, 11, 0.000011
12, 12, 0.000013
13, 13, 0.000018
14, 14, 0.000020
15, 15, 0.000024
16, 16, 0.000028
17, 17, 0.000033
18, 18, 0.000041
19, 19, 0.000045
20, 20, 0.000054
21, 21, 0.003080
22, 22, 0.000072
23, 23, 0.000082
24, 24, 0.000094
25, 25, 0.000103
26, 26, 0.000117
27, 27, 0.003100
28, 28, 0.000160
29, 29, 0.000160
30, 30, 0.000178
31, 31, 0.003202
32, 32, 0.000220
33, 33, 0.000242
34, 34, 0.000289
35, 35, 0.000293
36, 36, 0.003348
37, 37, 0.000316
38, 38, 0.003356
39, 39, 0.000374
40, 40, 0.003422
41, 41, 0.000434
42, 42, 0.000484
43, 43, 0.003538
44, 44, 0.003536
45, 45, 0.000568
46, 46, 0.000641
47, 47, 0.003675
48, 48, 0.003732
49, 49, 0.003800
50, 50, 0.003813
51, 51, 0.000844
52, 52, 0.003901
53, 53, 0.003965
54, 54, 0.004047
55, 55, 0.004089
56, 56, 0.004110
57, 57, 0.004172
58, 58, 0.004289
59, 59, 0.004343
60, 60, 0.007414
61, 61, 0.007475
62, 62, 0.007589
63, 63, 0.008566
64, 64, 0.007905
65, 65, 0.007993
66, 66, 0.007575
67, 67, 0.008307
68, 68, 0.007846
69, 69, 0.007024
70, 70, 0.008592
71, 71, 0.008745
72, 72, 0.008888
73, 73, 0.008972
74, 74, 0.007383
75, 75, 0.008576
76, 76, 0.009337
77, 77, 0.009235
78, 78, 0.008522
79, 79, 0.008252
80, 80, 0.008432
81, 81, 0.008921
82, 82, 0.009534
83, 83, 0.008465
84, 84, 0.010421
85, 85, 0.009864
86, 86, 0.009591
87, 87, 0.009957
88, 88, 0.010813
89, 89, 0.009076
90, 90, 0.010929
91, 91, 0.010570
92, 92, 0.010964
93, 93, 0.011460
94, 94, 0.009654
95, 95, 0.011200
96, 96, 0.010359
97, 97, 0.010357
98, 98, 0.010996
99, 99, 0.012073
100, 100, 0.010977
