1, 1, 0.000002
2, 2, 0.000002
3, 3, 0.000001
4, 4, 0.000002
5, 5, 0.000005
6, 6, 0.000008
7, 7, 0.000013
8, 8, 0.000023
9, 9, 0.000035
10, 10, 0.000054
11, 11, 0.000078
12, 12, 0.000108
13, 13, 0.000150
14, 14, 0.000199
15, 15, 0.000288
16, 16, 0.000342
17, 17, 0.000428
18, 18, 0.000561
19, 19, 0.000754
20, 20, 0.000845
21, 21, 0.001012
22, 22, 0.001218
23, 23, 0.001447
24, 24, 0.001739
25, 25, 0.002026
26, 26, 0.002391
27, 27, 0.002768
28, 28, 0.003183
29, 29, 0.003674
30, 30, 0.004213
31, 31, 0.004932
32, 32, 0.005943
33, 33, 0.006572
34, 34, 0.007319
35, 35, 0.008318
36, 36, 0.009226
37, 37, 0.010213
38, 38, 0.011456
39, 39, 0.012648
40, 40, 0.013839
41, 41, 0.015498
42, 42, 0.017110
43, 43, 0.018596
44, 44, 0.020529
45, 45, 0.022423
46, 46, 0.024498
47, 47, 0.028810gt
48, 48, 0.043017
49, 49, 0.031452
50, 50, 0.035286
51, 51, 0.042857
52, 52, 0.046186
53, 53, 0.050130
54, 54, 0.054076
55, 55, 0.058228
56, 56, 0.062735
57, 57, 0.066693
58, 58, 0.072408
59, 59, 0.077154
60, 60, 0.082608
61, 61, 0.087604
62, 62, 0.094231
63, 63, 0.099684
64, 64, 0.107858
65, 65, 0.113430
66, 66, 0.120821
67, 67, 0.127498
68, 68, 0.136465
69, 69, 0.143812
70, 70, 0.151784
71, 71, 0.160560
72, 72, 0.170088
73, 73, 0.180054
74, 74, 0.190591
75, 75, 0.201811
76, 76, 0.209774
77, 77, 0.222264
78, 78, 0.233141
79, 79, 0.245525
80, 80, 0.260613
81, 81, 0.272009
82, 82, 0.284762
83, 83, 0.299422
84, 84, 0.314359
85, 85, 0.328274
86, 86, 0.345359
87, 87, 0.360408
88, 88, 0.377082
89, 89, 0.376272
90, 90, 0.356464
91, 91, 0.372690
92, 92, 0.392395
93, 93, 0.412654
94, 94, 0.444439
95, 95, 0.441956
96, 96, 0.469190
97, 97, 0.481622
98, 98, 0.533966
99, 99, 0.547268
100, 100, 0.541580
